,trigram,trigram_d_freq,trigram_r_freq,trigram_total
18871,ask hard question,6,1,7
18872,ask help ask,2,1,3
18873,ask help us,1,1,2
18874,ask hous join,2,3,5
18875,ask hous leadership,2,1,3
18876,ask hous observ,3,1,4
18877,ask hous repres,61,8,69
18878,ask immedi action,1,1,2
18879,ask immedi consider,25,232,257
18880,ask immigr reform,1,1,2
18881,ask import question,2,7,9
18882,ask join along,1,3,4
18883,ask join board,1,1,2
18884,ask join commend,2,181,183
18885,ask join congratul,4,2,6
18886,ask join honor,5,4,9
18887,ask join offer,1,1,2
18888,ask join recogn,4,31,35
18889,ask join support,2,2,4
18890,ask join thank,3,4,7
18891,ask join today,8,3,11
18892,ask join us,5,3,8
18893,ask judiciari committe,1,2,3
18894,ask justic depart,1,2,3
18895,ask last night,2,1,3
18896,ask later level,1,1,2
18897,ask law enforc,1,1,2
18898,ask leader would,1,1,2
18899,ask leadership bring,1,1,2
18900,ask legisl fix,1,1,2
18901,ask littl bit,5,4,9
18902,ask littl help,1,1,2
18903,ask littl return,1,1,2
18904,ask look way,1,1,2
18905,ask lot question,2,1,3
18906,ask m go,1,1,2
18907,ask madam speaker,5,1,6
18908,ask major leader,26,25,51
18909,ask major parti,1,1,2
18910,ask make america,1,1,2
18911,ask mani minut,1,2,3
18912,ask mani time,1,2,3
18913,ask member amend,1,1,2
18914,ask member bodi,1,6,7
18915,ask member congress,8,20,28
18916,ask member hous,4,9,13
18917,ask member join,56,2,58
18918,ask member senat,1,1,2
18919,ask member side,1,2,3
18920,ask member support,1,6,7
18921,ask member vote,3,4,7
18922,ask men women,4,1,5
18923,ask middl class,2,1,3
18924,ask minut speak,1,1,2
18925,ask moment silenc,4,3,7
18926,ask mr chairman,4,1,5
18927,ask mr johnson,1,1,2
18928,ask mr presid,1,4,5
18929,ask mr speaker,11,12,23
18930,ask ms caproni,1,2,3
18931,ask much money,1,1,2
18932,ask much time,18,13,31
18933,ask nation institut,1,1,2
18934,ask noth return,1,1,2
18935,ask notifi minut,2,3,5
18936,ask nt agre,1,1,2
18937,ask nt get,1,1,2
18938,ask nt know,2,2,4
18939,ask nt stand,1,2,3
18940,ask nt tell,34,10,44
18941,ask nt think,4,1,5
18942,ask nt want,1,3,4
18943,ask nt work,1,1,2
18944,ask obama administr,3,4,7
18945,ask obviou question,1,1,2
18946,ask one come,1,1,2
18947,ask one question,4,10,14
18948,ask one simpl,3,4,7
18949,ask one thing,2,5,7
18950,ask open govern,2,1,3
18951,ask opportun offer,2,1,3
18952,ask order quorum,1,2,3
18953,ask pass bill,5,1,6
18954,ask peopl ask,1,1,2
18955,ask peopl go,2,2,4
18956,ask peopl live,1,1,2
18957,ask peopl rememb,1,1,2
18958,ask peopl vote,1,2,3
18959,ask perfect ask,1,1,2
18960,ask permiss ask,2,1,3
18961,ask permiss engag,1,1,2
18962,ask permiss speak,2,2,4
18963,ask point blank,1,3,4
18964,ask presid clinton,1,1,2
18965,ask presid get,1,1,2
18966,ask presid obama,6,16,22
18967,ask presid offic,4,1,5
18968,ask presid senat,1,1,2
18969,ask provid list,1,2,3
18970,ask put togeth,1,2,3
18971,ask question administr,1,5,6
18972,ask question american,1,3,4
18973,ask question answer,4,4,8
18974,ask question anyth,1,1,2
18975,ask question ask,3,15,18
18976,ask question back,1,1,2
18977,ask question believ,1,2,3
18978,ask question cbo,1,1,2
18979,ask question colleagu,1,1,2
18980,ask question come,2,1,3
18981,ask question congress,1,1,2
18982,ask question could,1,3,4
18983,ask question differ,1,2,3
18984,ask question fact,1,1,2
18985,ask question get,4,4,8
18986,ask question go,2,8,10
18987,ask question gotten,1,1,2
18988,ask question hous,1,1,2
18989,ask question job,1,3,4
18990,ask question kind,1,1,2
18991,ask question later,5,2,7
18992,ask question long,1,2,3
18993,ask question lot,1,1,2
18994,ask question mani,2,5,7
18995,ask question mr,1,7,8
18996,ask question name,1,1,2
18997,ask question nt,4,5,9
18998,ask question number,1,2,3
18999,ask question one,1,5,6
19000,ask question pass,1,1,2
19001,ask question peopl,1,2,3
19002,ask question point,1,3,4
19003,ask question presid,1,2,3
19004,ask question put,3,1,4
19005,ask question realli,2,1,3
19006,ask question relat,1,1,2
19007,ask question respond,1,1,2
19008,ask question right,1,2,3
19009,ask question said,1,6,7
19010,ask question senat,5,9,14
19011,ask question simpli,1,1,2
19012,ask question tell,2,1,3
19013,ask question think,4,5,9
19014,ask question understand,1,1,2
19015,ask question want,1,4,5
19016,ask question well,1,4,5
19017,ask question whether,1,1,2
19018,ask question will,1,2,3
19019,ask question work,1,1,2
19020,ask question world,1,1,2
19021,ask question would,3,7,10
19022,ask question year,1,1,2
19023,ask rais cap,1,1,2
19024,ask rais debt,1,2,3
19025,ask real question,1,2,3
19026,ask realli happen,1,2,3
19027,ask recogn minut,1,3,4
19028,ask record vote,1,4,5
19029,ask regular order,5,3,8
19030,ask relev question,1,3,4
19031,ask report nt,1,1,2
19032,ask republican leader,3,1,4
19033,ask republican major,1,1,2
19034,ask rhetor question,5,2,7
19035,ask right question,6,3,9
19036,ask rollcal vote,3,3,6
19037,ask rule chair,1,23,24
19038,ask said well,1,2,3
19039,ask say everybodi,1,1,2
19040,ask schedul vote,1,1,2
19041,ask second read,74,6,80
19042,ask secretari defens,1,2,3
19043,ask secretari johnson,1,1,2
19044,ask secretari napolitano,1,6,7
19045,ask senat alabama,1,1,2
19046,ask senat arkansa,3,1,4
19047,ask senat chair,1,1,2
19048,ask senat chang,1,1,2
19049,ask senat colleagu,3,19,22
19050,ask senat come,1,3,4
19051,ask senat consid,1,2,3
19052,ask senat cornyn,1,1,2
19053,ask senat cruz,8,12,20
19054,ask senat durbin,1,2,3
19055,ask senat go,1,2,3
19056,ask senat hear,1,1,2
19057,ask senat illinoi,1,3,4
19058,ask senat iowa,2,2,4
19059,ask senat join,12,2,14
19060,ask senat mississippi,1,1,2
19061,ask senat modifi,1,2,3
19062,ask senat north,1,4,5
19063,ask senat ohio,6,2,8
19064,ask senat one,1,2,3
19065,ask senat pass,2,3,5
19066,ask senat proceed,5,4,9
19067,ask senat question,4,3,7
19068,ask senat reflect,1,1,2
19069,ask senat republican,2,1,3
19070,ask senat senat,3,1,4
19071,ask senat south,1,2,3
19072,ask senat take,1,1,2
19073,ask senat texa,10,11,21
19074,ask senat think,2,1,3
19075,ask senat thought,1,2,3
19076,ask senat vote,1,2,3
19077,ask senat would,3,4,7
19078,ask senat yield,1,1,2
19079,ask senior senat,1,2,3
19080,ask seri question,1,1,2
19081,ask sever question,1,2,3
19082,ask share stori,1,1,2
19083,ask shoulder burden,1,1,2
19084,ask simpl question,8,14,22
19085,ask small busi,2,1,3
19086,ask somebodi els,1,1,2
19087,ask speak morn,8,3,11
19088,ask speaker boehner,5,1,6
19089,ask speaker much,2,1,3
19090,ask speaker tell,1,1,2
19091,ask specif question,3,4,7
19092,ask staff find,1,1,2
19093,ask staff morn,1,1,2
19094,ask staff work,1,1,2
19095,ask support amend,6,8,14
19096,ask support bill,1,4,5
19097,ask support colleagu,3,2,5
19098,ask support hr,1,1,2
19099,ask support import,2,2,4
19100,ask support pass,1,1,2
19101,ask support yield,2,1,3
19102,ask suprem court,1,2,3
19103,ask sure go,1,1,2
19104,ask take care,1,1,2
19105,ask take moment,5,2,7
19106,ask tell us,1,3,4
19107,ask thing go,2,1,3
19108,ask think mani,1,1,2
19109,ask today member,1,1,2
19110,ask today would,1,1,2
19111,ask tough question,12,7,19
19112,ask two question,1,1,2
19113,ask unanim consent,6009,2900,8909
19114,ask unit state,6,3,9
19115,ask upordown vote,1,1,2
19116,ask us america,1,2,3
19117,ask us american,1,1,2
19118,ask us anoth,1,1,2
19119,ask us ask,2,2,4
19120,ask us come,2,1,3
19121,ask us compromis,2,1,3
19122,ask us congress,1,1,2
19123,ask us fight,1,1,2
19124,ask us get,2,1,3
19125,ask us help,2,2,4
19126,ask us hous,1,2,3
19127,ask us keep,2,1,3
19128,ask us last,2,1,3
19129,ask us let,3,1,4
19130,ask us make,4,2,6
19131,ask us oppos,1,1,2
19132,ask us pass,5,2,7
19133,ask us pay,1,1,2
19134,ask us senat,2,14,16
19135,ask us spend,1,1,2
19136,ask us support,2,2,4
19137,ask us take,5,5,10
19138,ask us think,4,2,6
19139,ask us trust,2,1,3
19140,ask us want,1,1,2
19141,ask us without,1,1,2
19142,ask us work,2,5,7
19143,ask view would,1,1,2
19144,ask voic vote,9,2,11
19145,ask vote amend,1,10,11
19146,ask vote bill,4,1,5
19147,ask vote congress,1,1,2
19148,ask vote favor,1,1,2
19149,ask vote hr,1,1,2
19150,ask vote legisl,1,2,3
19151,ask vote motion,1,1,2
19152,ask vote rule,1,1,2
19153,ask vote ye,1,3,4
19154,ask vote yield,3,3,6
19155,ask washington allow,2,1,3
19156,ask week ago,1,3,4
19157,ask whether america,1,1,2
19158,ask whether believ,1,3,4
19159,ask whether continu,1,1,2
19160,ask whether could,1,2,3
19161,ask whether intellig,1,1,2
19162,ask whether re,1,1,2
19163,ask whether would,2,1,3
19164,ask wo nt,1,2,3
19165,ask work famili,1,1,2
19166,ask work us,1,2,3
19167,ask would give,1,1,2
19168,ask would like,5,3,8
19169,ask would nt,4,1,5
19170,ask would put,1,1,2
19171,ask would respond,1,1,2
19172,ask would still,1,1,2
19173,ask would take,1,3,4
19174,ask would want,1,2,3
19175,ask would work,2,1,3
19176,ask would yield,1,1,2
19177,ask ye vote,6,2,8
19178,ask yea nay,239,211,450
19179,ask year ago,2,3,5
19180,ask young peopl,2,1,3
19181,aspect afford care,9,5,14
19182,aspect american economi,1,3,4
19183,aspect american life,7,4,11
19184,aspect feder govern,3,5,8
19185,aspect foreign polici,1,2,3
19186,aspect health care,5,8,13
19187,aspect immigr system,2,1,3
19188,aspect medic practic,1,1,2
19189,aspect nation health,1,1,2
19190,aspect ought abl,1,1,2
19191,aspect tax code,1,1,2
19192,aspir one day,1,1,2
19193,aspir peopl ukrain,5,2,7
19194,aspir right peopl,1,1,2
19195,aspir ukrainian peopl,4,1,5
19196,assad brutal dictat,3,1,4
19197,assad chemic weapon,1,1,2
19198,assad kill peopl,2,2,4
19199,assad regim assad,1,2,3
19200,assad regim militari,1,1,2
19201,assad regim million,1,1,2
19202,assad regim power,1,1,2
19203,assad regim syria,2,7,9
19204,assad use chemic,1,4,5
19205,assad would allow,1,1,2
19206,assassin presid kennedi,2,1,3
19207,assault act would,1,1,2
19208,assault arm forc,2,2,4
19209,assault awar month,6,14,20
19210,assault awar prevent,4,3,7
19211,assault case refer,1,1,2
19212,assault chain command,2,1,3
19213,assault child abus,1,1,2
19214,assault come forward,1,1,2
19215,assault crime panel,3,1,4
19216,assault debbi smith,2,1,3
19217,assault domest violenc,5,14,19
19218,assault human traffick,1,1,2
19219,assault involv member,1,1,2
19220,assault last year,3,3,6
19221,assault law enforc,1,3,4
19222,assault middl class,1,1,2
19223,assault militari arm,1,1,2
19224,assault militari bill,1,2,3
19225,assault militari ca,1,1,2
19226,assault militari end,1,1,2
19227,assault militari includ,2,3,5
19228,assault militari look,1,1,2
19229,assault militari nt,2,1,3
19230,assault militari number,1,3,4
19231,assault militari problem,1,2,3
19232,assault militari prosecut,2,1,3
19233,assault militari senat,1,1,2
19234,assault militari servic,1,1,2
19235,assault militari sexual,1,1,2
19236,assault militari want,1,1,2
19237,assault militari would,1,1,2
19238,assault militari yield,1,1,2
19239,assault need stop,1,1,2
19240,assault nurs examin,1,3,4
19241,assault occur within,1,1,2
19242,assault outsid chain,1,1,2
19243,assault percent victim,1,1,2
19244,assault percent women,1,1,2
19245,assault prevent caucu,2,3,5
19246,assault prevent program,1,1,2
19247,assault prevent respons,21,14,35
19248,assault problem militari,1,1,2
19249,assault rape sexual,1,1,2
19250,assault relat offens,2,1,3
19251,assault respons coordin,7,3,10
19252,assault serv countri,1,1,2
19253,assault sexual assault,1,6,7
19254,assault sexual harass,3,3,6
19255,assault sexual misconduct,3,6,9
19256,assault special victim,2,1,3
19257,assault take place,1,1,2
19258,assault us diplomat,1,2,3
19259,assault weapon ban,33,6,39
19260,assault within militari,1,2,3
19261,assault within rank,1,2,3
19262,assault without fear,2,2,4
19263,assault would report,1,1,2
19264,assembl act may,11,6,17
19265,assembl adopt resolut,2,2,4
19266,assembl freedom press,3,2,5
19267,assembl god church,4,6,10
19268,assembl line make,1,1,2
19269,assembl petit govern,1,4,5
19270,assembl repres part,1,1,2
19271,assembl shipment care,1,1,2
19272,assembl short titl,2,2,4
19273,assembl us hous,2,1,3
19274,assert congression author,1,2,3
19275,assert execut privileg,1,1,2
19276,assert mr speaker,1,1,2
19277,assert unit state,1,3,4
19278,assess annual fee,1,1,2
19279,assess data qualiti,1,1,2
19280,assess econom impact,1,1,2
19281,assess environment impact,2,1,3
19282,assess health care,1,1,2
19283,assess progress made,1,1,2
19284,assess unit state,2,1,3
19285,asset allow us,1,1,2
19286,asset collater loan,1,1,2
19287,asset equal greater,1,1,2
19288,asset excess million,1,1,2
19289,asset feder govern,1,1,2
19290,asset freez visa,1,1,2
19291,asset global commun,1,1,2
19292,asset make sens,1,1,2
19293,asset relief program,2,3,5
19294,asset unit state,2,1,3
19295,asset variou organ,1,1,2
19296,asset western district,1,1,2
19297,assign air forc,5,3,8
19298,assign b compani,2,1,3
19299,assign battalion field,1,1,2
19300,assign battalion infantri,4,15,19
19301,assign battalion marin,2,1,3
19302,assign battalion ranger,1,1,2
19303,assign combat engin,1,1,2
19304,assign congression budget,1,1,2
19305,assign congression fellow,1,2,3
19306,assign difficult task,1,1,2
19307,assign engin battalion,2,1,3
19308,assign execut offic,1,1,2
19309,assign headquart air,1,1,2
19310,assign includ servic,1,1,2
19311,assign individu mobil,1,1,2
19312,assign infantri divis,1,2,3
19313,assign make sure,1,1,2
19314,assign militari intellig,2,2,4
19315,assign militari polic,2,1,3
19316,assign mountain divis,1,1,2
19317,assign offic grant,1,1,2
19318,assign posit leadership,1,1,2
19319,assign squadron cavalri,2,5,7
19320,assign throughout career,2,1,3
19321,assign unit state,1,2,3
19322,assign war depart,1,1,2
19323,assign year servic,1,1,2
19324,assimil american societi,2,1,3
19325,assist act ensur,1,1,2
19326,assist activ daili,1,1,2
19327,assist adjut gener,2,4,6
19328,assist administr offic,5,1,6
19329,assist affect american,1,1,2
19330,assist affect commun,1,1,2
19331,assist afghan forc,2,1,3
19332,assist agricultur produc,39,1,40
19333,assist air forc,1,2,3
19334,assist allow disabl,1,1,2
19335,assist attorney gener,51,33,84
19336,assist basic civil,4,1,5
19337,assist benefit entitl,2,1,3
19338,assist bill also,1,1,2
19339,assist ca nt,2,1,3
19340,assist case manag,1,1,2
19341,assist certain veteran,1,1,2
19342,assist chief deputi,1,1,2
19343,assist chief engin,1,1,2
19344,assist chief staff,2,2,4
19345,assist citi attorney,9,1,10
19346,assist citi manag,9,9,18
19347,assist coach brian,1,1,2
19348,assist coach david,1,1,2
19349,assist coach joe,1,1,2
19350,assist coach tim,1,1,2
19351,assist command marin,1,2,3
19352,assist command vietnam,1,2,3
19353,assist committe face,1,1,2
19354,assist commun organ,2,1,3
19355,assist counti manag,1,1,2
19356,assist creat job,1,1,2
19357,assist defend defend,2,1,3
19358,assist democrat leader,8,6,14
19359,assist depart agricultur,1,2,3
19360,assist depart defens,1,1,2
19361,assist depart state,1,1,2
19362,assist director tax,1,1,2
19363,assist disast relief,1,2,3
19364,assist district attorney,14,16,30
19365,assist district manag,2,1,3
19366,assist divis command,2,2,4
19367,assist econom develop,1,1,2
19368,assist egypt time,1,1,2
19369,assist emerg feed,1,2,3
19370,assist everi day,2,1,3
19371,assist famili busi,1,1,2
19372,assist famili need,5,1,6
19373,assist farm bill,4,2,6
19374,assist farmer rancher,3,1,4
19375,assist feder defend,2,1,3
19376,assist feder govern,2,3,5
19377,assist feder public,5,1,6
19378,assist feed famili,1,1,2
19379,assist fellow veteran,1,2,3
19380,assist fire chief,4,3,7
19381,assist forc isaf,2,1,3
19382,assist gener manag,1,3,4
19383,assist get back,1,1,2
19384,assist get bill,1,1,2
19385,assist govern iran,1,1,2
19386,assist grant million,1,1,2
19387,assist grant program,1,1,2
19388,assist guidanc leadership,1,2,3
19389,assist hardwork famili,1,1,2
19390,assist help peopl,1,1,2
19391,assist help ukrain,1,1,2
19392,assist help us,1,1,2
19393,assist homeless veteran,3,6,9
19394,assist hour day,1,1,2
19395,assist hundr activ,1,1,2
19396,assist incred import,1,1,2
19397,assist iraqi secur,1,1,2
19398,assist law enforc,9,9,18
19399,assist lawmak work,1,1,2
19400,assist legisl director,2,1,3
19401,assist live facil,3,2,5
19402,assist live servic,1,2,3
19403,assist livestock produc,3,2,5
19404,assist local law,1,1,2
19405,assist local state,2,2,4
19406,assist longterm unemploy,2,1,3
19407,assist lowincom american,4,2,6
19408,assist lowincom famili,5,1,6
19409,assist major leader,9,12,21
19410,assist make differ,1,2,3
19411,assist make sure,2,1,3
19412,assist mani famili,1,2,3
19413,assist member commun,2,1,3
19414,assist member militari,1,1,2
19415,assist member staff,1,3,4
19416,assist memori affair,5,11,16
19417,assist million american,11,1,12
